"company name","Name of owner","Street","City","District","Tel.","homepage","Email","page_url"
"WSP CBP Consulting Engineers  ","","Georg-Glock-Str. 3","Düsseldorf","Golzheim","(02 11) 36 11 96-0","","","https://www.dasoertliche.de/?id=0184032967842392241576&recuid=SADGGK4AQFI4GVVQURU6MWNLSW7ATAJSV6PKY2HOACM2UAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=18&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Wolf Helmut  ","","Pöhlenweg 30","Düsseldorf","Ludenberg","(02 11) 9 74 74-0","","","https://www.dasoertliche.de/?id=0184062734342389395069&recuid=UCIXHXVNS7DM77OGC5AGQ5Z4UVCWQHIKE2QSWC2JKUGZUAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=17&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Witte Projektmanagement GmbH Ingenieurbüro  ","","Holzstr. 2","Düsseldorf","Hafen","(02 11) 73 27 86-0","www.witte-projektmanagement.de","","https://www.dasoertliche.de/?id=0184073272998329877721&recuid=YTCW6BKT46JK3MNQMM4TSGDIYEYTWLDHNTFBMQ3KNICP4AQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=16&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Witew Borislaw Ingenieurbüro  ","","Westfalenstr. 13","Düsseldorf","Rath","","http://www.strahlenschutz-online.org","","https://www.dasoertliche.de/?id=0184058217238329877721&recuid=FNFRYMLYOMOEEP2O3WW237XGF2H5PGMP4IS4LAXGWTIBCAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=15&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Witew Borislaw Ingenieurbüro  ","","Westfalenstr. 13","Düsseldorf","Rath","(02 11) 65 10 52","http://www.strahlenschutz-online.org","","https://www.dasoertliche.de/?id=0184032992863329877721&recuid=STIYNDXCZSDP3JPRBYUDGXL4SE6XGKJ5M2KUWAQQBZFK4AQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=14&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"WINTER Beratende Ingenieure für Gebäudetechnik GmbH  ","","Vagedesstr. 19","Düsseldorf","Pempelfort","(02 11) 49 33 40","http://www.winter-ingenieure.de/","","https://www.dasoertliche.de/?id=0184086512438389395069&recuid=247WIWVQRRUJ44MDRFIZUNES2LRUBUD6RDLJOVGPM6JTDHOUAI&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=13&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Winkels Rainer Ingenieurbüro  ","","Kamper Weg 137","Düsseldorf","Vennhausen","(02 11) 27 35 96","","","https://www.dasoertliche.de/?id=0184032969216329877721&recuid=XU75VX6L65UNIUOWX44545ESXDBV7XQURC6MC442F6SIOAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=12&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Wiese Klaus Bauingenieur  ","","Achillesstr. 7","Düsseldorf","Oberkassel","(02 11) 57 35 89","","","https://www.dasoertliche.de/?id=0184078649057389044515&recuid=P2X4NWM2XT4BPSQNJ3ZWVIICPN5PIW6XDB7QXLA6ZUYEIAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=11&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Wiese Klaus Bauingenieur  ","","Achillesstr. 7","Düsseldorf","Oberkassel","(02 11) 57 33 82","","","https://www.dasoertliche.de/?id=0184078649043389044515&recuid=NPE2BTH4VGPAFLAYDLTAZNDENZH6EPOCPZVF37T33BLFCAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=10&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Wichmann Architekten & Ingenieure GmbH  ","","Taubenstr. 7","Düsseldorf","Pempelfort","(02 11) 3 84 99 50","","","https://www.dasoertliche.de/?id=0184085249833392938153&recuid=RGLTRTYFUTAOB5HBHZ3UA2Z2RREVKARLH2DSWC3IEY5W6NMKAI&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=9&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Werner Hans-Michael Ingenieurbüro  ","","Jordanstr. 31","Düsseldorf","Pempelfort","(02 11) 46 05 05","","","https://www.dasoertliche.de/?id=0184032972889329877721&recuid=W4ESUHNYTZPNE66Z2AL6Q7VEWKICBZA6X23KWVNEECJI2AQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=8&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Werder Friedrich Ingenieur Architekt  ","","Driburger Str. 14","Düsseldorf","Rath","(02 11) 65 18 19","","","https://www.dasoertliche.de/?id=0184083158052329877721&recuid=LZT4OZDRVEYDWFJ2YP3L7P6KLOGLHH7X2BPZLAVDYT6GIAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=7&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Wendt Ingenieurbüro beratende Ingenieure  ","","Monheimstr. 24","Düsseldorf","Oberbilk","(02 11) 7 70 37-0","www.ib-wendt.de","","https://www.dasoertliche.de/?id=0184052845765332974058&recuid=WVSD32SCCYZ5ACWRUEWPUZWJWDTDTZA72O2I44WWFP7Y6AQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=6&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Wendt Ing. Büro für Bau- u. Verkehrswesen  ","","Monheimstr. 24","Düsseldorf","Oberbilk","","www.ib-wendt.de","","https://www.dasoertliche.de/?id=0184058218755332974058&recuid=CMQVE2UF6Z3HMT3XUKA4PRUMC2MOXINXRAOZ374EUS6CSAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=5&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Wayss & Freytag Ing.-Bau AG  ","","Wiesenstr. 21 A","Düsseldorf","Heerdt","(02 11) 50 28-0","www.wf-ingbau.de","","https://www.dasoertliche.de/?id=0184062441142329877721&recuid=BQUTHGIA3F7G2UD7T7Q45W4EBHQZVYVGHPWPLMPFZQJQE&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=4&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Virnich Ernst Adolf  ","","Rolf-Bongs-Str. 6","Düsseldorf","Lörick","(02 11) 59 60 16","www.virnich.eu","","https://www.dasoertliche.de/?id=0184060535110389395069&recuid=CNANSMBKIYLHUMT5Q3I3HRPNC2YKVNN264JMJYHAWLWPLYQQAI&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=3&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Vinnemeier Ingenieurplanung  ","","Himmelgeister Landstr. 89","Düsseldorf","Himmelgeist","(02 11) 75 41 80","www.vinnemeier-licht.de","","https://www.dasoertliche.de/?id=0184084091960393278156&recuid=J75J7ZNCHOWCNFBBILTWXLKXJI7MEBPGJVHH77I75Q4HKAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=2&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"VGP Industriebau GmbH  ","","Prinz-Georg-Str. 78","Düsseldorf","Pempelfort","(02 11) 87 54 45-0","http://www.vgp.cz","","https://www.dasoertliche.de/?id=0184082549508353715988&recuid=X7SHY5OJIOZPRNE7MAUVOXSJXJ3DMJI3JWYUCWD5GETIKAQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=1&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"VGP Industriebau GmbH  ","","Prinz-Georg-Str. 78","Düsseldorf","Pempelfort","0174 3 34 46 71","http://www.vgp.cz","","https://www.dasoertliche.de/?id=0184086452697353715988&recuid=O7MUDPPUROHTBCKXADCHRFDUOJDIOZUGPZ4TBKAGXUNU2AQ&action=58&pagePos=15&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=351&hitno=0&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"VDI GmbH  ","","Graf-Recke-Str. 84","Düsseldorf","Düsseltal","(02 11) 62 14-0","www.vdi.de","","https://www.dasoertliche.de/?id=0184073065739393278156&recuid=JCW6SSVN2D5QZZDIE3RF3FAAJUY3WZXCX6OBXCJ5RCLQE&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=21&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Uyar Ünsal Dipl.-Ing.  ","","Karl-Geusen-Str. 169","Düsseldorf","Lierenfeld","","","","https://www.dasoertliche.de/?id=0184086276385397252507&recuid=QEYQCBB4UBSPQUHTSBJ2OYU4QSBFBDBATCH62KHJGGOWPE4CAI&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=20&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"UNITED ENGINEERS GmbH  ","","Friedrichstr. 73","Düsseldorf","Unterbilk","(02 11) 31 11 47-0","www.united-engineers.de","","https://www.dasoertliche.de/?id=0184072601848329877721&recuid=VZPFMFL3MEF6AF72UYXYU4XTVPYH3NQP66QMKE4DA2PZIAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=19&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Ullmann Torsten  ","","Schumannstr. 109","Düsseldorf","Düsseltal","(02 11) 4 70 73 20","www.3b-sachverstaendige.de","","https://www.dasoertliche.de/?id=0184077293595392938153&recuid=J2EXFQUQMXOCFZJDCL7HXEBEJNY4QQ7MEBADDPIR4US2QK2NAI&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=18&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Ullmann Torsten  ","","Schumannstr. 109","Düsseldorf","Düsseltal","0151 56 16 00 75","www.3b-sachverstaendige.de","","https://www.dasoertliche.de/?id=0184084390379392938153&recuid=M3KC72WNJWAQVOALH6SXPBDZMMP7UWGXKLU5L3R3VN54UMWE24BA&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=17&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Turrek Cornelia Dipl. Ing.  ","","Quadenhofstr. 106","Düsseldorf","Gerresheim","(02 11) 2 09 84 24","","mail@ibturrek.de","https://www.dasoertliche.de/?id=0184086038945353715988&recuid=5HFXV6SUGWPZZOM3NJ5EGCTG5QZQCYKIMLTSUFCQF5K5GAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=16&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Transtec GmbH trade, engineering, consulting  ","","Birkenstr. 122","Düsseldorf","Flingern Nord","(02 11) 62 18 23 39","","","https://www.dasoertliche.de/?id=0184088172824382566388&recuid=2APLVY3C6BFKE756QZRJINFT2XOQ3YBQQJPR6KOKBH7REJAC&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=15&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Transmechatronics GmbH  ","","Wertheimer Str. 3","Düsseldorf","Reisholz","(02 11) 9 99 11 91","www.transmechatronics.com","","https://www.dasoertliche.de/?id=0184080578098329877721&recuid=4YZWMACHY5TZIUUIQEFISBU64OSCDP2DTLUOSO4KL2J5YAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=14&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Tong Myung Engineering Europe GmbH  ","","Werftstr. 17","Düsseldorf","Heerdt","0172 2 38 61 37","www.etongmyung.com","","https://www.dasoertliche.de/?id=0184058219346329877721&recuid=P6HJFJHEVTNBBYAYLTUWRKRDPJL2UTUYFFYSZN3KTAIEKAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=13&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Töpfer Gerd-Joachim Dipl.-Ing.  ","","Hermann-Weill-Str. 2 A","Düsseldorf","Golzheim","","","","https://www.dasoertliche.de/?id=0184082476089392938153&recuid=UVIQD4CHG4CVGIOD5B676RH4UDGGVPIM42SICSOOE7GJ6AQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=11&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Töpfer Dipl. Ing. Rolf  ","","Himmelgeister Str. 37","Düsseldorf","Bilk","(02 11) 30 27 16-0","http://www.blinken-toepfer.de","info@blinken-toepfer.de","https://www.dasoertliche.de/?id=0184088687297393278156&recuid=OVBCCYJQMALIGMQTQOIOXEPPOCNLLIOU5N52NY5W6XV3VYDWAI&action=58&pagePos=14&dar=5&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=10&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Tibek CNC-Technik GmbH  ","","Gutenbergstr. 39","Düsseldorf","40235 Düsseldorf","(02 11) 6 10 80 90","www.tibek.de","","https://www.dasoertliche.de/?id=0184083654369388698982&recuid=4EOT67UPS5EYQ74E7QWOWAFQ4STSPASCWTX3SV4AJ2YQPP7CAI&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=9&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Thome Willi Dipl.-Ing. Ingenieurbüro  ","","Sonderburgstr. 3","Düsseldorf","Oberkassel","(02 11) 55 57 41","","","https://www.dasoertliche.de/?id=0184063016276329877721&recuid=NZEBJP5QNMOAMJYDTSKMFNXFNPKZDOWH75XZNLWK67JVIAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=8&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Theurich Hans-Peter Dipl.-Ing. Ingenieurbüro  ","","Bongardstr. 14","Düsseldorf","Pempelfort","(02 11) 44 11 13","","","https://www.dasoertliche.de/?id=0184069848138392938153&recuid=K7KPFKZQBSAD7MJCD2XX7DDZKIG2QP76MNLDN2BHTN2G2AQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=7&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Thales Electronic Engineering GmbH Design Center Elektronik Mikroelektronik Ingenieurbüroelektronik  ","","Grafenberger Allee 128 A","Düsseldorf","Düsseltal","(02 11) 23 94 87-0","","","https://www.dasoertliche.de/?id=0184054894271393543336&recuid=OZW3KZQEKU4R4DA22LV7NIWAOONYFUOXYR4KLSVTRLZUYAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=6&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"TCA Engineering GmbH  ","","Grafenberger Allee 115","Düsseldorf","Flingern Nord","(02 11) 22 98 01-70","www.tca-certification.com","","https://www.dasoertliche.de/?id=0184084705771392938153&recuid=KJ5IFHCXD4XBCO3SSGY4ZMGXK6YNBXE443OXX4XZQLKP5HHQPEBA&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=5&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"SWH Schliepkorte.Winterberg. Huge Ingenieur GmbH  ","","Friedrich-Ebert-Str. 40","Düsseldorf","Stadtmitte","(02 11) 36 38 80","swh-architekten.de","","https://www.dasoertliche.de/?id=0184032971803329877721&recuid=GBC4LOZAIELGODIQ32UKJ6PIGXWZJIUZ6IY5PJFNUTPAUAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=4&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"SWH Schliepkorte.Winterberg. Huge Ingenieur GmbH  ","","Friedrich-Ebert-Str. 40","Düsseldorf","Stadtmitte","(02 11) 35 72 92","swh-architekten.de","","https://www.dasoertliche.de/?id=0184032986375329877721&recuid=Y4NZWTD6WZEJAU7HTRG7SDVWYL3TP7LOVTDOGENKC2C72AQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=3&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"SWH Schliepkorte.Winterberg. Huge Ingenieur GmbH  ","","Friedrich-Ebert-Str. 40","Düsseldorf","Stadtmitte","(02 11) 35 72 79","swh-architekten.de","","https://www.dasoertliche.de/?id=0184032978030329877721&recuid=I4FYXTDOGZMBAQ3H4WH6VDVGILKLP3POXRDNL5O32OIH2AQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=2&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Suchantke Fred Dipl.-Ing. Ingenieurbüro  ","","Gladbacher Str. 6","Düsseldorf","Unterbilk","(02 11) 39 17 06","www.suchantke.com","","https://www.dasoertliche.de/?id=0184032986392329877721&recuid=33NHIFYAYWE2XONWIJKDQF3X3MACGMTXNXPUUTZQCNC6IAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=1&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Sturm & Partner Ingenieurbüro  ","","Thomas-Mann-Str. 12","Düsseldorf","Mörsenbroich","(02 11) 61 45 20","","","https://www.dasoertliche.de/?id=0184052845524389395069&recuid=HS6WEK43M3XERSCONGVSH3YQHEC7MS4VBI6VDTAGXUQAMAQ&action=58&pagePos=14&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=326&hitno=0&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Studier Beratendes Ingenieurbüro  ","","Blanckertzstr. 13","Düsseldorf","40629 Düsseldorf","(02 11) 29 43 74","","","https://www.dasoertliche.de/?id=0184051221772329877721&recuid=KZ4SMYME4IVCEDBS6XOMFBGUKPP5HGX7ZZL2T4UZ53MWYAQ&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=21&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Straetmans Markus  ","","Oberacker 4","Düsseldorf","Wittlaer","(02 11) 1 69 88 07","","","https://www.dasoertliche.de/?id=0184085325676332454969&recuid=2LMEA2NTWGF2NKVTGQOAIMDV24XWISTTOHOFEOSNJRDOQAQ&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=20&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Stollfuss Christian  ","","Kaiserswerther Str. 220","Düsseldorf","40474 Düsseldorf","(02 11) 43 40 08","","","https://www.dasoertliche.de/?id=0184082915801329877721&recuid=BUVK5DMNHZ4XSRLB6PHOH3EHBCZMLQNETUGONC63UODOXCAOAI&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=18&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Stone Consult GmbH  ","","Schulweg 14","Düsseldorf","Wittlaer","(02 11) 9 40 79 76","","","https://www.dasoertliche.de/?id=0184084996828329877721&recuid=RTWFQ5D3V677RA7CGBESI3SBRECHMBBIIWBAYGAZENAGUTUPAI&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=19&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Stengler Werner  ","","Kanzlerstr. 8 A","Düsseldorf","Rath","(02 11) 65 60 68","http://www.statik-stengler.de","","https://www.dasoertliche.de/?id=0184085709507392938153&recuid=5JFU47C5SYMJ4LUERBX36CHG57HWLMSD7TV5W65YJTTQZ2PJAI&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=17&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Steinberger J. Ing. Industrieberatung  ","","Sebastiansweg 30","Düsseldorf","Lierenfeld","(02 11) 21 94 10","","","https://www.dasoertliche.de/?id=0184032980596329877721&recuid=INJPIGXYM4ATONZKU2P3HCX7I2APRDHK4VBPBJOG2LEXSAQ&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=16&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"Stawski Gert Ingenieur  ","","Alt-Heerdt 75","Düsseldorf","Heerdt","(02 11) 50 12 25","","","https://www.dasoertliche.de/?id=0184032992419329877721&recuid=H5A7HEGCUYJEWICI4KDKH5XMHLUOVLUW6Y7J7KEMU7NAKAQ&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=15&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
"STAR Engineering Suppliers & Contracting GmbH  ","","Kronacher Weg 28","Düsseldorf","Vennhausen","(02 11) 27 66 48","","","https://www.dasoertliche.de/?id=0184086251050353715988&recuid=OQZHNQVE4VQSA4ZGTD4KPF47OHNI5U65QV22547FYSPJFEDXAI&action=58&pagePos=13&dar=1&kw=Ingenieurb%c3%bcro&form_name=detail&lastFormName=search_nat&ci=D%c3%bcsseldorf&recFrom=301&hitno=14&kgs=05111000&zvo_ok=0&radius=5&orderby=name&ttforderby=rel&buc=184&verlNr=102&page=78&context=11"
